## NaI Calibration ###

# NaI0
0.442517 ,  -355.37

# NaI1
0.451    ,  -363.5

# NaI2
0.421    ,  -284.789

# NaI3
0.4393   ,  -375.6

# NaI4
0.458    ,  -413.9

# NaI5
0.410    ,  -266.8

# NaI6
0.411352 ,  -321.555

# NaI7
0.442    ,  -343.3

# NaI8
0.435    ,  -337.3

# NaI9
0.426    ,  -303.0

